event,site,date,white,black,result,eco,total_moves,sacrifices,king_attacks,open_files_to_king,queen_attack_participation,rook_attack_participation,attacking_piece_concentration,center_control,extended_center_control,space_advantage,piece_activity,coordination,outposts,protected_pieces,rook_on_open_file,queen_on_open_file,tactical_captures,hanging_captures,winning_exchanges,discovered_checks,double_checks,material_winning_combinations,tactical_capture_rate,hanging_capture_rate,winning_exchange_rate,double_check_rate,discovered_check_rate,AggressiveScore,PositionalScore,Label
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Dzindzichashvili Roman (USA),1/2-1/2,B66,30,0.0,0.0,0.06666666666666667,0.7666666666666667,0.0,0.0,2.8,9.966666666666667,5.966666666666667,15.018821733821731,12.666666666666666,0.0,12.666666666666666,0.03333333333333333,0.03333333333333333,4,2,0,0,0,0,0.1333,0.0667,0.0,0.0,0.0,16.05,83.95,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Ivanovic Bozidar (SCG),1/2-1/2,E98,88,0.0,0.375,0.5,0.625,2.3181818181818183,0.2727272727272727,2.8068181818181817,10.034090909090908,8.022727272727273,13.200042791804158,10.011363636363637,0.022727272727272728,10.011363636363637,0.36363636363636365,0.0,13,5,2,0,0,0,0.1477,0.0568,0.0227,0.0,0.0,41.25,58.75,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Lin Ta (CHN),1-0,A34,123,0.0,0.3983739837398374,0.056910569105691054,2.902439024390244,1.3414634146341464,0.21138211382113822,2.7560975609756095,10.252032520325203,8.764227642276422,12.936513960294445,9.829268292682928,0.0,9.829268292682928,0.24390243902439024,0.032520325203252036,13,8,4,0,0,1,0.1057,0.065,0.0325,0.0,0.0,46.57,53.43,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Ljubojevic Ljubomir (SCG),0-1,E54,110,0.0,0.4,0.0,3.9909090909090907,2.3727272727272726,0.4,3.018181818181818,10.563636363636364,9.954545454545455,13.052518945700767,8.836363636363636,0.01818181818181818,8.836363636363636,0.7636363636363637,0.44545454545454544,11,8,0,0,0,0,0.1,0.0727,0.0,0.0,0.0,41.84,58.16,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Lputian Smbat G (ARM),1/2-1/2,E08,30,0.0,0.2,0.0,0.9,0.0,0.2,2.933333333333333,9.6,5.533333333333333,15.764285714285712,13.733333333333333,0.0,13.733333333333333,0.0,0.0,2,0,0,0,0,0,0.0667,0.0,0.0,0.0,0.0,8.86,91.14,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Marin Mihail (ROM),1/2-1/2,E60,59,0.0,0.288135593220339,0.0,2.169491525423729,0.7966101694915254,0.288135593220339,2.9152542372881354,10.152542372881356,6.288135593220339,15.368136383390624,12.711864406779661,0.05084745762711865,12.711864406779661,0.0,0.0,5,3,1,0,0,0,0.0847,0.0508,0.0169,0.0,0.0,24.88,75.12,Positional
Izt,Manila (Philippines),1990.??.??,Tal Mikhail (LAT),Miles Anthony J (ENG),1/2-1/2,C84,43,0.0,0.37209302325581395,0.0,1.627906976744186,0.9069767441860465,0.37209302325581395,2.7674418604651163,10.116279069767442,7.906976744186046,14.900346552672138,12.232558139534884,0.0,12.232558139534884,0.3488372093023256,0.16279069767441862,5,2,1,0,0,1,0.1163,0.0465,0.0233,0.0,0.0,23.92,76.08,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Gavrikov Viktor (LTU),1/2-1/2,E12,27,0.0,0.1111111111111111,0.0,0.4074074074074074,0.0,0.1111111111111111,2.5185185185185186,8.851851851851851,4.62962962962963,14.951051417718084,12.814814814814815,0.0,12.814814814814815,0.0,0.0,4,2,0,0,0,0,0.1481,0.0741,0.0,0.0,0.0,16.52,83.48,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Hjartarson Johann (ISL),1/2-1/2,A62,52,0.0,0.11538461538461539,0.0,1.1538461538461537,0.4807692307692308,0.11538461538461539,2.980769230769231,9.807692307692308,6.0576923076923075,14.366249028749026,11.73076923076923,0.0,11.73076923076923,0.0,0.07692307692307693,8,7,3,0,0,0,0.1538,0.1346,0.0577,0.0,0.0,35.29,64.71,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Makarichev Sergey (RUS),1/2-1/2,A93,37,0.0,0.21621621621621623,0.0,0.8108108108108109,0.0,0.21621621621621623,2.918918918918919,9.405405405405405,6.0,15.61565191565191,13.378378378378379,0.16216216216216217,13.378378378378379,0.0,0.0,3,2,0,0,0,0,0.0811,0.0541,0.0,0.0,0.0,14.3,85.7,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Naumkin Igor (RUS),1/2-1/2,A14,45,0.0,0.26666666666666666,0.0,0.5333333333333333,0.3333333333333333,0.26666666666666666,2.911111111111111,9.555555555555555,5.466666666666667,15.71797091797092,13.311111111111112,0.0,13.311111111111112,0.08888888888888889,0.022222222222222223,6,3,0,0,0,0,0.1333,0.0667,0.0,0.0,0.0,22.29,77.71,Positional
It (open),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Kremenietsky Anatoly M (RUS),1-0,E60,75,0.0,0.26666666666666666,0.0,3.013333333333333,1.48,0.26666666666666666,3.04,10.68,8.266666666666667,15.460748473748469,12.453333333333333,0.0,12.453333333333333,0.18666666666666668,0.08,9,3,0,0,0,0,0.12,0.04,0.0,0.0,0.0,30.9,69.1,Positional
It (open),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Sveshnikov Evgeny (LAT),1-0,B10,73,0.0,0.6712328767123288,0.0,3.5205479452054793,1.7808219178082192,0.6712328767123288,2.547945205479452,9.821917808219178,8.219178082191782,13.466154507592865,10.315068493150685,0.0547945205479452,10.315068493150685,0.3835616438356164,0.273972602739726,8,6,2,0,0,0,0.1096,0.0822,0.0274,0.0,0.0,38.64,61.36,Positional
It (open),New York (USA),1990.??.??,Tal Mikhail (LAT),Wedberg Tom (SWE),1-0,E06,69,0.0,0.5217391304347826,0.0,2.4057971014492754,2.8840579710144927,0.5217391304347826,3.101449275362319,10.028985507246377,9.27536231884058,13.935189810189812,10.521739130434783,0.0,10.521739130434783,0.4927536231884058,0.15942028985507245,12,7,1,0,0,1,0.1739,0.1014,0.0145,0.0,0.0,41.9,58.1,Positional
Ch URS (club),Podolsk (Russia),1990.??.??,Tal Mikhail (LAT),Smirin Ilia (ISR),1-0,E92,69,0.0,0.7681159420289855,0.6666666666666666,0.057971014492753624,3.4927536231884058,0.5217391304347826,2.4782608695652173,8.18840579710145,7.391304347826087,9.986130214391084,7.202898550724638,0.0,7.202898550724638,0.463768115942029,0.014492753623188406,14,10,1,0,0,1,0.2029,0.1449,0.0145,0.0,0.0,51.85,48.15,Aggressive
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Karp Michael (ISR),1-0,B06,76,0.0,0.5921052631578947,0.2236842105263158,0.4342105263157895,1.9473684210526316,0.40789473684210525,2.8552631578947367,9.157894736842104,6.855263157894737,12.342514831659576,9.842105263157896,0.013157894736842105,9.842105263157896,0.15789473684210525,0.0,12,9,4,0,0,3,0.1579,0.1184,0.0526,0.0,0.0,47.55,52.45,Positional
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Lahav Ehud (ISR),1-0,C14,81,0.0,1.123456790123457,0.5925925925925926,1.0740740740740742,3.4691358024691357,0.7530864197530864,2.3580246913580245,10.061728395061728,8.641975308641975,9.94154614247207,7.160493827160494,0.0,7.160493827160494,0.3950617283950617,0.0,15,13,3,0,0,1,0.1852,0.1605,0.037,0.0,0.0,55.23,44.77,Aggressive
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Murey Jacob (ISR),1-0,E98,99,0.0,0.26262626262626265,0.8080808080808081,0.6262626262626263,0.6666666666666666,0.21212121212121213,2.4545454545454546,9.222222222222221,7.171717171717172,10.830386168264956,8.0,0.0,8.0,0.36363636363636365,0.04040404040404041,15,11,2,0,0,1,0.1515,0.1111,0.0202,0.0,0.0,50.61,49.39,Aggressive
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Soffer Ram (ISR),1-0,E11,79,0.0,0.6835443037974683,0.189873417721519,3.8860759493670884,1.4556962025316456,0.6835443037974683,2.7468354430379747,10.215189873417721,9.49367088607595,12.74980139410519,9.632911392405063,0.02531645569620253,9.632911392405063,0.35443037974683544,0.1518987341772152,13,9,3,0,0,1,0.1646,0.1139,0.038,0.0,0.0,47.59,52.41,Positional
It (cat.12),San Francisco (USA),1991.??.??,Torre Eugenio (PHI),Tal Mikhail (LAT),1/2-1/2,D38,30,0.0,0.2,0.0,1.4333333333333333,0.3333333333333333,0.2,2.6333333333333333,9.6,5.966666666666667,13.928896658896656,11.666666666666666,0.03333333333333333,11.666666666666666,0.0,0.0,6,3,0,0,0,0,0.2,0.1,0.0,0.0,0.0,24.85,75.15,Positional
San Francisco,"San Francisco, CA USA",1991.??.??,"Browne, Walter S","Tal, Mikhail",1/2-1/2,E94,44,0.0,0.11363636363636363,0.0,0.6818181818181818,0.13636363636363635,0.11363636363636363,3.022727272727273,9.909090909090908,6.113636363636363,15.273663079344896,12.704545454545455,0.0,12.704545454545455,0.11363636363636363,0.20454545454545456,8,2,2,0,0,0,0.1818,0.0455,0.0455,0.0,0.0,27.36,72.64,Positional
Moscow4,Moscow RUS,1991.??.??,"Dragomarezkij, Evgeni","Tal, Mikhail",1/2-1/2,D45,67,0.0,1.0298507462686568,0.5970149253731343,2.8656716417910446,1.1492537313432836,0.9253731343283582,2.9402985074626864,10.686567164179104,8.970149253731343,12.430816778577972,9.656716417910447,0.04477611940298507,9.656716417910447,0.34328358208955223,0.13432835820895522,10,6,3,0,0,0,0.1493,0.0896,0.0448,0.0,0.0,41.61,58.39,Positional
Ch Moscow (blitz),Moscow (Russia),1990.??.??,Sokolov Andrei (FRA),Tal Mikhail (LAT),0-1,B85,66,0.0,0.5757575757575758,0.0,2.727272727272727,0.9545454545454546,0.3787878787878788,3.0757575757575757,11.106060606060606,7.909090909090909,14.076520365156728,10.924242424242424,0.09090909090909091,10.924242424242424,0.25757575757575757,0.0,10,6,1,0,0,0,0.1515,0.0909,0.0152,0.0,0.0,37.04,62.96,Positional
Bundesliga 1989/90,Germany,1990.??.??,Adorjan Andras (HUN),Tal Mikhail (LAT),1/2-1/2,A36,25,0.0,0.0,0.0,0.28,0.0,0.0,2.36,7.6,2.96,15.085554445554449,12.96,0.0,12.96,0.0,0.0,6,0,2,0,0,0,0.24,0.0,0.08,0.0,0.0,22.36,77.64,Positional
Bundesliga 1990/91,Germany,1990.??.??,Maus Siegfried (GER),Tal Mikhail (LAT),0-1,A36,56,0.0,0.16071428571428573,0.0,2.142857142857143,0.4107142857142857,0.16071428571428573,3.142857142857143,10.464285714285714,6.875,15.836907090924944,12.946428571428571,0.0,12.946428571428571,0.125,0.07142857142857142,10,4,1,0,0,0,0.1786,0.0714,0.0179,0.0,0.0,32.39,67.61,Positional
Izt,Manila (Philippines),1990.??.??,Arencibia Walter (CUB),Tal Mikhail (LAT),0-1,E76,71,0.0,0.5492957746478874,0.11267605633802817,2.380281690140845,0.30985915492957744,0.4507042253521127,2.7746478873239435,9.67605633802817,8.32394366197183,11.765966193430975,8.67605633802817,0.14084507042253522,8.67605633802817,0.08450704225352113,0.3380281690140845,15,9,2,0,0,0,0.2113,0.1268,0.0282,0.0,0.0,48.35,51.65,Positional
Izt,Manila (Philippines),1990.??.??,Gurevich Mikhail (TUR),Tal Mikhail (LAT),1-0,D34,71,0.0,0.6901408450704225,0.23943661971830985,4.352112676056338,1.9014084507042253,0.6056338028169014,2.9014084507042255,10.32394366197183,10.309859154929578,13.0492224911239,9.859154929577464,0.0,9.859154929577464,0.43661971830985913,0.11267605633802817,10,6,3,0,0,0,0.1408,0.0845,0.0423,0.0,0.0,41.99,58.01,Positional
Izt,Manila (Philippines),1990.??.??,Hjartarson Johann (ISL),Tal Mikhail (LAT),0-1,B63,70,0.0,0.5571428571428572,0.18571428571428572,2.9571428571428573,1.1428571428571428,0.34285714285714286,2.914285714285714,10.757142857142858,9.085714285714285,14.021212993355853,11.2,0.014285714285714285,11.2,0.18571428571428572,0.0,11,6,1,0,0,0,0.1571,0.0857,0.0143,0.0,0.0,38.21,61.79,Positional
Izt,Manila (Philippines),1990.??.??,Spasov Vasil (BUL),Tal Mikhail (LAT),1-0,C07,107,0.0,0.6542056074766355,0.11214953271028037,0.3364485981308411,4.05607476635514,0.514018691588785,2.3457943925233646,8.448598130841122,9.383177570093459,10.383012781610919,7.514018691588785,0.018691588785046728,7.514018691588785,0.3364485981308411,0.028037383177570093,11,8,3,0,0,1,0.1028,0.0748,0.028,0.0,0.0,47.68,52.32,Positional
Cup World (qual),Moscow (Russia),1990.??.??,De Firmian Nick E (USA),Tal Mikhail (LAT),1-0,B04,57,0.0,0.43859649122807015,0.0,1.1578947368421053,1.087719298245614,0.3157894736842105,2.807017543859649,10.403508771929825,7.666666666666667,14.520007770007773,11.649122807017545,0.10526315789473684,11.649122807017545,0.2631578947368421,0.24561403508771928,9,2,3,0,0,0,0.1579,0.0351,0.0526,0.0,0.0,32.54,67.46,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Pigusov Evgeny (RUS),1/2-1/2,B36,39,0.0,0.15384615384615385,0.07692307692307693,1.0769230769230769,0.2564102564102564,0.15384615384615385,2.641025641025641,9.846153846153847,6.487179487179487,13.84660809276194,11.564102564102564,0.02564102564102564,11.564102564102564,0.05128205128205128,0.0,6,4,1,0,0,0,0.1538,0.1026,0.0256,0.0,0.0,26.53,73.47,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Vladimirov Evgeny (KAZ),1/2-1/2,A14,68,0.0,0.1323529411764706,0.0,1.3823529411764706,1.2794117647058822,0.1323529411764706,3.1029411764705883,10.264705882352942,6.897058823529412,15.213243211037325,12.441176470588236,0.058823529411764705,12.441176470588236,0.27941176470588236,0.11764705882352941,10,3,1,0,0,0,0.1471,0.0441,0.0147,0.0,0.0,31.91,68.09,Positional
It (open),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Neverov Valeriy (UKR),1/2-1/2,A39,53,0.0,0.1509433962264151,0.0,1.5660377358490567,0.2641509433962264,0.05660377358490566,2.811320754716981,9.226415094339623,6.377358490566038,14.298132004264083,11.528301886792454,0.018867924528301886,11.528301886792454,0.09433962264150944,0.16981132075471697,7,8,2,0,0,2,0.1321,0.1509,0.0377,0.0,0.0,35.33,64.67,Positional
It (open),Moscow (Russia),1990.??.??,Tal Mikhail (LAT),Vaganian Rafael A (ARM),1/2-1/2,D58,33,0.0,0.2727272727272727,0.0,0.0,0.030303030303030304,0.2727272727272727,2.8484848484848486,9.878787878787879,5.878787878787879,16.38439338439338,14.121212121212121,0.09090909090909091,14.121212121212121,0.0,0.0,3,2,1,0,0,0,0.0909,0.0606,0.0303,0.0,0.0,14.44,85.56,Positional
It (open),New York (USA),1990.??.??,Kamsky Gata (USA),Tal Mikhail (LAT),1-0,E92,89,0.0,0.5393258426966292,0.5842696629213483,1.4269662921348314,0.7640449438202247,0.4157303370786517,2.831460674157303,9.955056179775282,7.764044943820225,12.203535883592064,9.51685393258427,0.033707865168539325,9.51685393258427,0.2247191011235955,0.0,10,7,2,0,0,1,0.1124,0.0787,0.0225,0.0,0.0,40.49,59.51,Positional
It (open),New York (USA),1990.??.??,Orlov Georgi (USA),Tal Mikhail (LAT),0-1,E06,64,0.0,0.3125,0.0,0.9375,0.796875,0.3125,2.75,10.3125,7.625,14.377692576520703,11.875,0.0,11.875,0.40625,0.015625,10,9,3,0,0,1,0.1562,0.1406,0.0469,0.0,0.0,39.42,60.58,Positional
It (open),New York (USA),1990.??.??,Rohde Michael A (USA),Tal Mikhail (LAT),0-1,D45,60,0.0,0.7666666666666667,0.016666666666666666,2.8333333333333335,0.75,0.7666666666666667,3.033333333333333,10.383333333333333,8.85,14.208115634365635,10.933333333333334,0.0,10.933333333333334,0.2833333333333333,0.016666666666666666,8,5,2,1,1,0,0.1333,0.0833,0.0333,0.0167,0.0167,36.63,63.37,Positional
It (open),New York (USA),1990.??.??,Tal Mikhail (LAT),Dlugy Maxim (USA),1/2-1/2,D27,30,0.0,0.36666666666666664,0.23333333333333334,1.1,0.0,0.36666666666666664,2.933333333333333,9.2,5.833333333333333,14.602575202575203,11.933333333333334,0.0,11.933333333333334,0.1,0.16666666666666666,7,4,1,0,0,1,0.2333,0.1333,0.0333,0.0,0.0,29.28,70.72,Positional
It (open),New York (USA),1990.??.??,Tal Mikhail (LAT),Geller Efim P (RUS),1/2-1/2,E05,38,0.0,0.13157894736842105,0.0,1.736842105263158,0.10526315789473684,0.13157894736842105,2.210526315789474,9.552631578947368,6.342105263157895,15.359348546190654,12.842105263157896,0.0,12.842105263157896,0.05263157894736842,0.18421052631578946,7,5,0,0,0,0,0.1842,0.1316,0.0,0.0,0.0,27.73,72.27,Positional
It (open),New York (USA),1990.??.??,Tal Mikhail (LAT),Lerner Konstantin Z (UKR),1/2-1/2,A30,39,0.0,0.05128205128205128,0.0,1.564102564102564,0.2564102564102564,0.05128205128205128,3.0256410256410255,10.128205128205128,5.051282051282051,15.458856955010805,13.179487179487179,0.0,13.179487179487179,0.0,0.0,4,3,1,0,0,1,0.1026,0.0769,0.0256,0.0,0.0,21.63,78.37,Positional
It (open),New York (USA),1990.??.??,Tal Mikhail (LAT),Yudasin Leonid (ISR),1/2-1/2,A30,37,0.0,0.08108108108108109,0.0,0.08108108108108109,0.0,0.08108108108108109,3.2972972972972974,9.297297297297296,4.1891891891891895,15.620859320859317,13.567567567567568,0.0,13.567567567567568,0.0,0.0,5,2,0,0,0,0,0.1351,0.0541,0.0,0.0,0.0,17.43,82.57,Positional
Ch URS (club),Podolsk (Russia),1990.??.??,Tal Mikhail (LAT),Sveshnikov Evgeny (LAT),1/2-1/2,E02,29,0.0,0.13793103448275862,0.13793103448275862,1.3793103448275863,0.13793103448275862,0.13793103448275862,2.689655172413793,9.551724137931034,6.172413793103448,14.84675611744577,12.758620689655173,0.0,12.758620689655173,0.034482758620689655,0.06896551724137931,6,5,2,0,0,1,0.2069,0.1724,0.069,0.0,0.0,29.13,70.87,Positional
Ch URS (club),Podolsk (Russia),1990.??.??,Tal Mikhail (LAT),Yurtaev Leonid (KGZ),1/2-1/2,A49,35,0.0,0.17142857142857143,0.0,0.22857142857142856,0.14285714285714285,0.17142857142857143,2.4857142857142858,9.057142857142857,4.742857142857143,16.21333333333333,14.17142857142857,0.02857142857142857,14.17142857142857,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.73,98.27,Positional
Ch URS (club),Podolsk (Russia),1990.??.??,Utemov Vladimir (RUS),Tal Mikhail (LAT),0-1,A35,56,0.0,0.26785714285714285,0.0,1.0892857142857142,0.8392857142857143,0.26785714285714285,2.357142857142857,9.142857142857142,6.589285714285714,13.595221494775066,11.160714285714286,0.0,11.160714285714286,0.125,0.0,11,6,2,0,0,1,0.1964,0.1071,0.0357,0.0,0.0,39.69,60.31,Positional
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Cramling Pia (SWE),1/2-1/2,B47,65,0.0,0.18461538461538463,0.0,0.7692307692307693,1.5692307692307692,0.18461538461538463,2.3846153846153846,8.846153846153847,6.2615384615384615,12.547400676246827,9.63076923076923,0.1076923076923077,9.63076923076923,0.07692307692307693,0.0,13,8,3,0,0,2,0.2,0.1231,0.0462,0.0,0.0,46.98,53.02,Positional
It,Tel Aviv (Israel),1990.??.??,Tal Mikhail (LAT),Kagan Shimon (ISR),1/2-1/2,A42,66,0.0,0.5303030303030303,1.0606060606060606,0.10606060606060606,2.106060606060606,0.5,2.5,8.954545454545455,6.696969696969697,11.989772180681271,9.075757575757576,0.030303030303030304,9.075757575757576,0.7272727272727273,0.015151515151515152,12,8,3,0,0,0,0.1818,0.1212,0.0455,0.0,0.0,45.6,54.4,Positional
Manila Interzonal,Manila PHI,1990.07.02,Vasil Spas Spasov,Mikhail Tal,1-0,C07,106,0.0,0.6509433962264151,0.11320754716981132,0.33962264150943394,4.0,0.5094339622641509,2.349056603773585,8.452830188679245,9.283018867924529,10.413041204078946,7.556603773584905,0.018867924528301886,7.556603773584905,0.33962264150943394,0.02830188679245283,11,8,3,0,0,1,0.1038,0.0755,0.0283,0.0,0.0,47.65,52.35,Positional
Match \,Cannes (France),1989.??.??,Tal Mikhail (LAT),Anand Viswanathan (IND),0-1,A35,74,0.0,0.6756756756756757,0.0,4.878378378378378,1.7297297297297298,0.6756756756756757,2.689189189189189,10.22972972972973,8.513513513513514,13.459460546960548,10.45945945945946,0.0,10.45945945945946,0.16216216216216217,0.16216216216216217,7,6,0,0,0,0,0.0946,0.0811,0.0,0.0,0.0,36.14,63.86,Positional
Match \,Cannes (France),1989.??.??,Tal Mikhail (LAT),Renet Olivier (FRA),1/2-1/2,D36,65,0.0,0.8,0.0,2.6307692307692307,1.3076923076923077,0.8,2.830769230769231,10.476923076923077,9.153846153846153,14.166403596403592,11.076923076923077,0.03076923076923077,11.076923076923077,0.23076923076923078,0.0,10,3,2,0,0,0,0.1538,0.0462,0.0308,0.0,0.0,36.25,63.75,Positional
Bundesliga 1989/90,Germany,1989.??.??,Tal Mikhail (LAT),Meduna Eduard (CZE),1-0,B17,39,0.0,0.7948717948717948,0.358974358974359,1.9230769230769231,0.7948717948717948,0.7948717948717948,2.8461538461538463,10.153846153846153,8.025641025641026,14.219909577601884,11.23076923076923,0.0,11.23076923076923,0.2564102564102564,0.10256410256410256,6,6,2,0,0,0,0.1538,0.1538,0.0513,0.0,0.0,32.42,67.58,Positional
Bundesliga 1989/90,Germany,1989.??.??,Tal Mikhail (LAT),Smejkal Jan (CZE),1/2-1/2,C67,42,0.0,0.09523809523809523,0.3333333333333333,0.23809523809523808,0.8809523809523809,0.09523809523809523,2.5238095238095237,9.595238095238095,7.071428571428571,13.388112680969822,10.976190476190476,0.0,10.976190476190476,0.2857142857142857,0.047619047619047616,4,4,1,0,0,0,0.0952,0.0952,0.0238,0.0,0.0,22.13,77.87,Positional
Bundesliga 1989/90,Germany,1989.??.??,Tal Mikhail (LAT),Spassky Boris V (FRA),1/2-1/2,E11,30,0.0,0.16666666666666666,0.0,1.0333333333333334,0.36666666666666664,0.16666666666666666,2.7333333333333334,9.233333333333333,5.3,14.638472083472083,12.4,0.0,12.4,0.23333333333333334,0.13333333333333333,4,3,0,0,0,0,0.1333,0.1,0.0,0.0,0.0,19.62,80.38,Positional
It (active),Oslo (Norway),1989.??.??,Tal Mikhail (LAT),Agdestein Simen (NOR),0-1,D36,76,0.0,0.6578947368421053,0.0,4.5,0.6447368421052632,0.6447368421052632,2.9342105263157894,9.93421052631579,9.93421052631579,12.52866869972133,9.157894736842104,0.07894736842105263,9.157894736842104,0.2894736842105263,0.11842105263157894,9,10,1,0,0,1,0.1184,0.1316,0.0132,0.0,0.0,42.57,57.43,Positional
It (active),Oslo (Norway),1989.??.??,Tal Mikhail (LAT),Beliavsky Alexander G (SLO),1-0,B56,53,0.0,0.6037735849056604,0.0,2.943396226415094,0.22641509433962265,0.6037735849056604,3.0754716981132075,11.39622641509434,9.566037735849056,14.710847957074378,12.018867924528301,0.05660377358490566,12.018867924528301,0.0,0.0,6,4,2,0,0,0,0.1132,0.0755,0.0377,0.0,0.0,29.04,70.96,Positional
Bundesliga 1989/90,Germany,1990.??.??,Armas Julius (FRA),Tal Mikhail (LAT),1/2-1/2,B19,48,0.0,0.16666666666666666,0.10416666666666667,0.8541666666666666,0.4375,0.16666666666666666,2.5833333333333335,9.145833333333334,5.979166666666667,13.054212743275238,10.604166666666666,0.041666666666666664,10.604166666666666,0.041666666666666664,0.0,8,7,2,0,0,1,0.1667,0.1458,0.0417,0.0,0.0,36.37,63.63,Positional
Izt,Manila (Philippines),1990.??.??,Ftacnik Lubomir (SVK),Tal Mikhail (LAT),1/2-1/2,E97,23,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,2.9130434782608696,9.0,4.260869565217392,16.004968944099378,14.08695652173913,0.0,14.08695652173913,0.0,0.0,2,1,0,0,0,0,0.087,0.0435,0.0,0.0,0.0,7.93,92.07,Positional
Izt,Manila (Philippines),1990.??.??,Gulko Boris F (USA),Tal Mikhail (LAT),1/2-1/2,A30,37,0.0,0.02702702702702703,0.0,1.5675675675675675,0.5135135135135135,0.02702702702702703,3.3513513513513513,9.783783783783784,5.27027027027027,15.878160578160575,13.54054054054054,0.0,13.54054054054054,0.0,0.0,5,2,1,0,0,1,0.1351,0.0541,0.027,0.0,0.0,22.29,77.71,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Eingorn Vereslav S (UKR),Tal Mikhail (LAT),1/2-1/2,D43,75,0.0,0.5066666666666667,0.09333333333333334,0.9333333333333333,2.933333333333333,0.5066666666666667,2.9466666666666668,9.626666666666667,7.786666666666667,12.811588559588559,9.733333333333333,0.0,9.733333333333333,0.29333333333333333,0.0,13,10,3,0,0,1,0.1733,0.1333,0.04,0.0,0.0,47.51,52.49,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Hulak Krunoslav (CRO),Tal Mikhail (LAT),1/2-1/2,D76,60,0.0,0.03333333333333333,0.03333333333333333,0.21666666666666667,1.5666666666666667,0.016666666666666666,2.716666666666667,8.95,5.866666666666666,13.399695952195954,10.733333333333333,0.0,10.733333333333333,0.31666666666666665,0.016666666666666666,8,4,3,0,0,1,0.1333,0.0667,0.05,0.0,0.0,34.54,65.46,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Malaniuk Vladimir P (UKR),Tal Mikhail (LAT),1/2-1/2,D27,17,0.0,0.058823529411764705,0.17647058823529413,0.6470588235294118,0.0,0.058823529411764705,2.2941176470588234,8.352941176470589,4.647058823529412,14.68965740142211,12.705882352941176,0.0,12.705882352941176,0.0,0.11764705882352941,3,4,0,0,0,0,0.1765,0.2353,0.0,0.0,0.0,17.58,82.42,Positional
Cup World (qual),Moscow (Russia),1990.??.??,Timoscenko Gennadij (SVK),Tal Mikhail (LAT),1/2-1/2,D13,19,0.0,0.0,0.0,0.0,0.0,0.0,2.8421052631578947,9.052631578947368,5.526315789473684,15.443358395989973,13.210526315789474,0.0,13.210526315789474,0.0,0.0,3,1,0,0,0,0,0.1579,0.0526,0.0,0.0,0.0,10.62,89.38,Positional
It (open),Moscow (Russia),1990.??.??,Dvoirys Semen I (RUS),Tal Mikhail (LAT),1/2-1/2,B19,39,0.0,0.0,0.0,2.1538461538461537,0.4358974358974359,0.0,2.4615384615384617,9.435897435897436,6.743589743589744,14.23901568516953,11.666666666666666,0.0,11.666666666666666,0.0,0.0,2,2,0,0,0,0,0.0513,0.0513,0.0,0.0,0.0,15.14,84.86,Positional
It (open),Moscow (Russia),1990.??.??,Lukin Andrei M (RUS),Tal Mikhail (LAT),1/2-1/2,B85,60,0.0,0.11666666666666667,0.0,2.033333333333333,0.6166666666666667,0.11666666666666667,2.85,10.616666666666667,7.4,14.171903235653234,11.266666666666667,0.0,11.266666666666667,0.3,0.05,11,6,3,0,0,2,0.1833,0.1,0.05,0.0,0.0,39.9,60.1,Positional
It (open),Moscow (Russia),1990.??.??,Yuferov Sergey N (RUS),Tal Mikhail (LAT),1/2-1/2,B06,105,0.0,0.4857142857142857,0.1523809523809524,2.8476190476190477,1.019047619047619,0.3904761904761905,3.038095238095238,10.2,8.942857142857143,13.222791837791837,10.60952380952381,0.10476190476190476,10.60952380952381,0.3238095238095238,0.12380952380952381,11,7,3,0,0,1,0.1048,0.0667,0.0286,0.0,0.0,41.98,58.02,Positional
